question_id,question,expected_answer,expected_source,expected_section,answerable,retrieved_chunks,generated_answer,retrieval_relevance,answer_correctness,groundedness,hallucination,retrieved_source_documents,evaluation_status,source_attribution,answer_correctness_score,groundedness_score,completeness_score,retrieved_chunk_count,quality_status
Q045,What does WFH eligibility depend on?,Whether the role can be performed remotely and manager approval.,Work_From_Home_Policy.docx,1. Eligibility,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017,"Based on the *Work_From_Home_Policy.docx*, WFH eligibility depends on whether the employee's role can be performed remotely, and it is subject to manager approval.",0.2299 || 0.2057 || 0.2051,,,,IT_Security_Policy.docx || Work_From_Home_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.7562994360923767,1.0,1.0,3,PASS
Q046,How many consecutive working days can employees work remotely?,Up to 3 consecutive working days.,Work_From_Home_Policy.docx,2. Maximum Consecutive Remote Days,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006,"Based on the `Work_From_Home_Policy.docx`, employees may work remotely for up to 3 consecutive working days under the standard work-from-home arrangement.",0.7840 || 0.6038 || 0.5028,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Employee_Handbook.docx,SUCCESS,1.0,0.918744707107544,1.0,1.0,3,PASS
Q047,What is the maximum number of consecutive remote days?,3 consecutive working days.,Work_From_Home_Policy.docx,2. Maximum Consecutive Remote Days,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006,"Based on the provided documents, the maximum number of consecutive remote working days under the standard work-from-home arrangement is up to 3 consecutive working days (*Work_From_Home_Policy.docx*).",0.5194 || 0.3738 || 0.2996,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Employee_Handbook.docx,SUCCESS,1.0,0.9317790985107421,1.0,1.0,3,PASS
Q048,What is the standard WFH maximum for consecutive working days?,Up to 3 consecutive working days.,Work_From_Home_Policy.docx,2. Maximum Consecutive Remote Days,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003,"Based on the *Work_From_Home_Policy.docx*, employees may work remotely for up to 3 consecutive working days under the standard work-from-home arrangement.",0.4759 || 0.4380 || 0.3657,,,,Work_From_Home_Policy.docx || Employee_Handbook.docx || Attendance_Policy.docx,SUCCESS,1.0,0.9220557451248169,1.0,1.0,3,PASS
Q049,Can employees work remotely for 3 consecutive working days?,Yes. The standard arrangement permits up to 3 consecutive working days.,Work_From_Home_Policy.docx,2. Maximum Consecutive Remote Days,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006,"Yes, employees may work remotely for up to 3 consecutive working days under the standard work-from-home arrangement, subject to manager approval (Source 1: `Work_From_Home_Policy.docx`).",0.7799 || 0.5976 || 0.4354,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Employee_Handbook.docx,SUCCESS,1.0,1.0,1.0,0.5,3,PASS
Q050,Does the policy permit more than 3 consecutive remote working days under the standard arrangement?,No. The standard arrangement permits up to 3 consecutive working days.,Work_From_Home_Policy.docx,2. Maximum Consecutive Remote Days,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003,"Based on the provided documents, employees may work remotely for up to 3 consecutive working days under the standard work-from-home arrangement (*Work_From_Home_Policy.docx*). The documents do not state that more than 3 consecutive days are permitted.",0.7428 || 0.5457 || 0.4304,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Attendance_Policy.docx,SUCCESS,1.0,1.0,1.0,0.5,3,PASS
Q051,Who should receive a work-from-home request?,The employee's manager.,Work_From_Home_Policy.docx,3. Manager Approval,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"Based on the *Work_From_Home_Policy.docx*, work-from-home requests should be submitted to the employee's manager before the planned remote-working period.",0.5325 || 0.5144 || 0.2810,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.6335097253322601,1.0,0.0,3,PASS
Q052,When should a WFH request be submitted?,Before the planned remote-working period.,Work_From_Home_Policy.docx,3. Manager Approval,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,"Based on the provided documents, work-from-home requests should be submitted to the employee's manager before the planned remote-working period (*Work_From_Home_Policy.docx*).",0.3792 || 0.3256 || 0.2845,,,,Work_From_Home_Policy.docx || Leave_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,0.7384916096925735,1.0,1.0,3,PASS
Q053,Must WFH requests be submitted before the planned remote period?,Yes.,Work_From_Home_Policy.docx,3. Manager Approval,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011,"Yes, work-from-home requests must be submitted to the employee's manager before the planned remote-working period, as outlined in the *Work_From_Home_Policy.docx* (Chunks 0018 and 0019).",0.4984 || 0.4049 || 0.3195,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Leave_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q054,Is manager approval required before working remotely?,Yes.,Work_From_Home_Policy.docx,3. Manager Approval,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011,"Yes, manager approval is required before working remotely. Work-from-home requests must be submitted to the employee's manager before the planned remote-working period (Source 1 and Source 2, *Work_From_Home_Policy.docx*).",0.6714 || 0.5844 || 0.3712,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Leave_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q055,What does the policy say about submitting WFH requests?,Requests should be submitted to the employee's manager before the planned remote-working period.,Work_From_Home_Policy.docx,3. Manager Approval,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"According to the *Work_From_Home_Policy.docx*, work-from-home requests should be submitted to the employee's manager before the planned remote-working period (Source 1 and Source 2).",0.3091 || 0.2974 || 0.2562,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.8524078130722046,1.0,1.0,3,PASS
Q056,What are the core collaboration hours for remote employees?,10:00 AM to 4:00 PM.,Work_From_Home_Policy.docx,4–5. Availability and Security,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003,"Based on the provided documents, the core collaboration hours for remote employees are from 10:00 AM to 4:00 PM (Work_From_Home_Policy.docx, Attendance_Policy.docx).",0.7792 || 0.7094 || 0.6363,,,,Employee_Handbook.docx || Work_From_Home_Policy.docx || Attendance_Policy.docx,SUCCESS,1.0,0.8893455564975739,1.0,1.0,3,PASS
Q057,When must remote employees remain reachable?,They must remain reachable during core collaboration hours from 10:00 AM to 4:00 PM.,Work_From_Home_Policy.docx,4–5. Availability and Security,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011,"Based on `Work_From_Home_Policy.docx`, remote employees must remain reachable during core collaboration hours from 10:00 AM to 4:00 PM.",0.6909 || 0.6365 || 0.4392,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Leave_Policy.docx,SUCCESS,1.0,0.9340227842330933,1.0,1.0,3,PASS
Q058,What devices must remote employees use?,Approved devices.,Work_From_Home_Policy.docx,4–5. Availability and Security,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"Based on the provided documents, employees working remotely must use approved devices (as stated in *Work_From_Home_Policy.docx*).",0.4657 || 0.4582 || 0.4558,,,,IT_Security_Policy.docx || Work_From_Home_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.7672824859619141,1.0,1.0,3,PASS
Q059,What type of network connection is required for remote work?,Secure network connections.,Work_From_Home_Policy.docx,4–5. Availability and Security,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on the provided documents, employees working remotely must use secure network connections (Source 1: *Work_From_Home_Policy.docx*).",0.4740 || 0.4502 || 0.2986,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.7460506558418274,1.0,1.0,3,PASS
Q060,Must remote employees follow IT security requirements?,Yes. They must follow all IT security requirements.,Work_From_Home_Policy.docx,4–5. Availability and Security,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019,"Yes, according to the *Work_From_Home_Policy.docx* (chunk 0019), employees working remotely must use approved devices, secure network connections, and follow all IT security requirements.",0.5831 || 0.5543 || 0.5537,,,,IT_Security_Policy.docx || IT_Security_Policy.docx || Work_From_Home_Policy.docx,SUCCESS,1.0,1.0,1.0,0.5,3,PASS
Q061,What type of organization is TechNova Solutions?,"TechNova Solutions is a technology organization focused on software engineering, artificial intelligence, cloud computing, and digital business solutions.",Employee_Handbook.docx,1. About TechNova Solutions,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,"Based on the Employee Handbook, TechNova Solutions is a technology organization focused on software engineering, artificial intelligence, cloud computing, and digital business solutions.",0.6211 || 0.4991 || 0.4097,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,0.9786336421966553,1.0,1.0,3,PASS
Q062,What areas does TechNova Solutions focus on?,"Software engineering, artificial intelligence, cloud computing, and digital business solutions.",Employee_Handbook.docx,1. About TechNova Solutions,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,"Based on TechNova Solutions focuses on software engineering, artificial intelligence, cloud computing, and digital business solutions (Employee_Handbook.docx).",0.5754 || 0.4272 || 0.3225,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,0.8241947889328003,1.0,1.0,3,PASS
Q063,Does TechNova Solutions focus on artificial intelligence?,Yes. Artificial intelligence is one of its focus areas.,Employee_Handbook.docx,1. About TechNova Solutions,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,"Yes, TechNova Solutions focuses on artificial intelligence, along with software engineering, cloud computing, and digital business solutions (Source 1: Employee_Handbook.docx).",0.5172 || 0.3366 || 0.2428,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,1.0,1.0,0.5,3,PASS
Q064,Does the organization work in cloud computing?,Yes. Cloud computing is one of its focus areas.,Employee_Handbook.docx,1. About TechNova Solutions,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"Yes, according to the Employee Handbook (`Employee_Handbook.docx`), TechNova Solutions is a technology organization focused on software engineering, artificial intelligence, cloud computing, and digital business solutions.",0.3328 || 0.3222 || 0.3103,,,,Acceptable_Use_Policy.docx || Employee_Handbook.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q065,What business solutions does TechNova Solutions provide?,"Digital business solutions, along with software engineering, AI, and cloud computing.",Employee_Handbook.docx,1. About TechNova Solutions,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,"Based on the provided documents, TechNova Solutions focuses on software engineering, artificial intelligence, cloud computing, and digital business solutions (Employee_Handbook.docx).",0.5780 || 0.4811 || 0.4254,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,0.8028175234794617,1.0,1.0,3,PASS
Q066,What is the standard working schedule according to the Employee Handbook?,Monday through Friday.,Employee_Handbook.docx,2. Working Hours,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005,"According to the *Employee Handbook* (and *Attendance_Policy.docx*), the standard working schedule is Monday through Friday, with employees generally expected to work eight hours per working day. Core collaboration hours are from 10:00 AM to 4:00 PM.",0.6160 || 0.5847 || 0.4936,,,,Employee_Handbook.docx || Attendance_Policy.docx || Employee_Handbook.docx,SUCCESS,1.0,0.6777350157499313,1.0,1.0,3,PASS
Q067,How many hours are employees generally expected to work per working day?,Eight hours per working day.,Employee_Handbook.docx,2. Working Hours,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003,"Based on the provided documents (*Employee_Handbook.docx* and *Attendance_Policy.docx*), employees are generally expected to work eight hours per working day.",0.6209 || 0.5140 || 0.4770,,,,Employee_Handbook.docx || Employee_Handbook.docx || Attendance_Policy.docx,SUCCESS,1.0,0.8342039287090302,1.0,1.0,3,PASS
Q068,What are the core collaboration hours in the Employee Handbook?,10:00 AM to 4:00 PM.,Employee_Handbook.docx,2. Working Hours,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019,"Based on the Employee Handbook (and the Attendance and Work From Home policies), the core collaboration hours are from 10:00 AM to 4:00 PM (*Employee_Handbook.docx*, *Attendance_Policy.docx*, *Work_From_Home_Policy.docx*).",0.7804 || 0.6424 || 0.5433,,,,Employee_Handbook.docx || Attendance_Policy.docx || Work_From_Home_Policy.docx,SUCCESS,1.0,0.8877777218818664,1.0,1.0,3,PASS
Q069,Which days are included in the standard working schedule?,Monday through Friday.,Employee_Handbook.docx,2. Working Hours,Yes,Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018,"Based on the provided documents, the standard working schedule is Monday through Friday (*Attendance_Policy.docx*).",0.5617 || 0.5494 || 0.4550,,,,Attendance_Policy.docx || Employee_Handbook.docx || Work_From_Home_Policy.docx,SUCCESS,1.0,0.8012003600597382,1.0,1.0,3,PASS
Q070,Does the handbook specify eight hours per working day?,Yes.,Employee_Handbook.docx,2. Working Hours,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005,"Yes, the *Employee_Handbook.docx* specifies that employees are generally expected to work eight hours per working day (as noted in chunks 5 and 6).",0.6259 || 0.5378 || 0.4933,,,,Employee_Handbook.docx || Attendance_Policy.docx || Employee_Handbook.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q071,How should employees perform their assigned responsibilities?,Professionally.,Employee_Handbook.docx,3. Employee Responsibilities,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0004,"According to the Employee_Handbook.docx, employees must perform their assigned responsibilities professionally (Source 2).",0.4562 || 0.4129 || 0.3310,,,,Employee_Handbook.docx || Employee_Handbook.docx || Attendance_Policy.docx,SUCCESS,1.0,0.6451150476932526,1.0,0.0,3,PASS
Q072,Must employees follow organizational policies and procedures?,Yes.,Employee_Handbook.docx,3. Employee Responsibilities,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on the provided company documents, employees are expected to maintain a professional and respectful work environment and comply with the organization's Code of Conduct, as well as adhere to the company's security and professional conduct requirements (Source 1: *Employee_Handbook.docx*; Source 3: *Acceptable_Use_Policy.docx*).

However, the provided documents do not explicitly contain a general statement using the exact phrase ""Must employees follow organizational policies and procedures?"".",0.5933 || 0.5091 || 0.5091,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q073,What must employees protect?,Confidential company information.,Employee_Handbook.docx,3. Employee Responsibilities,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008,"Based on the provided documents, employees must protect **passwords** by not sharing them with other people and ensuring they are not written in publicly accessible locations (*IT_Security_Policy.docx*).",0.5537 || 0.5098 || 0.4922,,,,Employee_Handbook.docx || IT_Security_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,0.6654361486434937,1.0,0.0,3,PASS
Q074,How should employees communicate with colleagues?,They must maintain respectful communication with colleagues.,Employee_Handbook.docx,3. Employee Responsibilities,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019,"According to the Employee Handbook (`Employee_Handbook.docx`), employees must maintain respectful communication with colleagues.",0.5138 || 0.3940 || 0.3094,,,,Employee_Handbook.docx || Employee_Handbook.docx || Work_From_Home_Policy.docx,SUCCESS,1.0,0.8888637721538544,1.0,1.0,3,PASS
Q075,What should employees do with security or compliance concerns?,They should report security or compliance concerns promptly.,Employee_Handbook.docx,3. Employee Responsibilities,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on the provided documents, employees must report security or compliance concerns promptly (as stated in *Employee_Handbook.docx*).",0.6402 || 0.5363 || 0.5125,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.8506593704223633,1.0,1.0,3,PASS
Q076,What kind of workplace environment are employees expected to maintain?,A professional and respectful work environment.,Employee_Handbook.docx,4–5. Workplace Conduct and Performance Reviews,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005,"Based on the provided company documents, employees are expected to maintain a professional and respectful work environment (Employee_Handbook.docx).",0.4862 || 0.4182 || 0.3794,,,,Employee_Handbook.docx || Employee_Handbook.docx || Employee_Handbook.docx,SUCCESS,1.0,0.7968360483646393,1.0,1.0,3,PASS
Q077,Must employees comply with the Code of Conduct?,Yes.,Employee_Handbook.docx,4–5. Workplace Conduct and Performance Reviews,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0004,"Yes, employees are expected to comply with the organization's Code of Conduct, as outlined in the Workplace Conduct section of the *Employee_Handbook.docx*.",0.6250 || 0.4784 || 0.4019,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Attendance_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q078,How often are employee performances reviewed?,Periodically.,Employee_Handbook.docx,4–5. Workplace Conduct and Performance Reviews,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006,"Based on *Employee_Handbook.docx*, employee performance is reviewed periodically based on responsibilities, goals, collaboration, quality of work, and professional development.",0.5444 || 0.3830 || 0.3697,,,,Employee_Handbook.docx || Attendance_Policy.docx || Employee_Handbook.docx,SUCCESS,1.0,0.5728046372532845,1.0,0.0,3,PASS
Q079,What factors are considered in performance reviews?,"Responsibilities, goals, collaboration, quality of work, and professional development.",Employee_Handbook.docx,4–5. Workplace Conduct and Performance Reviews,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on the *Employee_Handbook.docx*, employee performance is reviewed periodically based on the following factors:
* Responsibilities
* Goals
* Collaboration
* Quality of work
* Professional development",0.5138 || 0.2962 || 0.2869,,,,Employee_Handbook.docx || Procurement_SOP.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.7242639064788818,1.0,1.0,3,PASS
Q080,Is professional development considered in performance reviews?,Yes.,Employee_Handbook.docx,4–5. Workplace Conduct and Performance Reviews,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Yes, employee performance reviews are based on responsibilities, goals, collaboration, quality of work, and professional development (Source 1: Employee_Handbook.docx).",0.4899 || 0.2724 || 0.2408,,,,Employee_Handbook.docx || Procurement_SOP.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q081,What is the minimum password length?,At least 12 characters.,IT_Security_Policy.docx,1. Password Requirements,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"Based on the *IT_Security_Policy.docx* document, passwords must contain at least 12 characters.",0.5775 || 0.3377,,,,IT_Security_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,0.8754368662834167,1.0,0.0,2,PASS
Q082,How many characters must a password contain?,At least 12 characters.,IT_Security_Policy.docx,1. Password Requirements,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"According to the IT Security Policy (`IT_Security_Policy.docx`), passwords must contain at least 12 characters.",0.6512 || 0.3280,,,,IT_Security_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,0.8878474473953246,1.0,1.0,2,PASS
Q083,What character types should passwords include?,"A combination of uppercase letters, lowercase letters, numbers, and symbols.",IT_Security_Policy.docx,1. Password Requirements,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"Based on the `IT_Security_Policy.docx` document, passwords should include a combination of uppercase letters, lowercase letters, numbers, and symbols.",0.5733 || 0.2924,,,,IT_Security_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,0.6478538662195206,1.0,0.0,2,PASS
Q084,Should passwords contain uppercase and lowercase letters?,Yes.,IT_Security_Policy.docx,1. Password Requirements,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"Yes, passwords must contain a combination of uppercase letters, lowercase letters, numbers, and symbols, and must be at least 12 characters long (Source 1: IT_Security_Policy.docx).",0.4885 || 0.2139,,,,IT_Security_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,2,PASS
Q085,Should passwords include numbers and symbols?,Yes.,IT_Security_Policy.docx,1. Password Requirements,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"Yes, according to the IT Security Policy (`IT_Security_Policy.docx`), passwords must contain at least 12 characters and should include a combination of uppercase letters, lowercase letters, numbers, and symbols.",0.5339 || 0.3462,,,,IT_Security_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,2,PASS
Q086,Can employees share their passwords with other people?,No. Employees must not share passwords with other people.,IT_Security_Policy.docx,2–3. Password Protection and MFA,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"No, employees must not share passwords with other people, according to the *IT_Security_Policy.docx* document.",0.5036 || 0.4178 || 0.3356,,,,IT_Security_Policy.docx || IT_Security_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.5,3,PASS
Q087,Where should passwords not be written?,Publicly accessible locations.,IT_Security_Policy.docx,2–3. Password Protection and MFA,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0004,"Based on the provided documents, passwords should not be written in publicly accessible locations (*IT_Security_Policy.docx*).",0.4959 || 0.3854 || 0.2316,,,,IT_Security_Policy.docx || IT_Security_Policy.docx || Attendance_Policy.docx,SUCCESS,1.0,0.628428727388382,1.0,0.0,3,PASS
